EdgeID,Tension
6,0.364660
8,0.564906
10,0.738802
12,0.601620
14,0.610626
16,0.654233
18,0.590160
20,0.547278
23,0.285517
24,0.343088
25,0.418402
26,0.325866
27,0.513155
28,0.603773
29,0.528132
30,0.620303
31,0.621640
32,0.555462
33,0.593597
34,0.542262
35,0.585044
36,0.572380
37,0.640969
38,0.582813
39,0.658771
40,0.645507
41,0.554728
42,0.599766
43,0.547364
44,0.649604
45,0.564444
46,0.594474
47,0.615004
49,0.645669
50,0.648152
52,0.345605
53,0.329388
54,0.318159
55,0.309347
56,6.257934
57,6.324425
58,6.292219
59,0.581479
60,0.637535
61,6.338220
62,0.703473
63,0.661188
64,0.705646
65,0.619340
66,0.601432
67,0.611469
68,0.568770
69,0.565359
70,0.662373
72,5.298113
73,5.460757
74,0.867387
75,0.734883
76,5.431640
78,0.615235
79,0.652717
80,0.589072
82,0.278652
83,0.244597
84,0.158173
85,6.302981
86,0.270728
87,6.292532
88,0.862109
89,0.252250
90,0.704462
91,0.616938
92,0.658266
93,0.632204
94,0.612826
95,0.643342
96,0.619578
97,0.711566
98,0.641970
99,0.794460
100,5.468588
101,0.593702
102,5.438857
103,0.240847
104,0.392650
105,0.423327
106,0.497729
107,0.390378
109,0.503248
110,0.480230
112,0.389266
113,0.354235
114,0.377351
115,0.363694
116,0.404099
117,0.484130
118,0.452018
119,0.588745
120,0.663655
121,0.636117
122,0.728083
123,0.690014
124,0.676012
125,0.654166
126,0.638548
127,0.619820
128,0.629415
129,0.594289
130,0.680083
131,0.520368
132,0.469451
133,0.621574
134,0.456443
135,0.481441
136,0.458428
138,0.502809
139,0.500568
140,0.522584
142,0.380510
143,0.397764
144,0.457604
145,0.570090
146,0.411263
147,0.617474
148,0.599024
149,0.806991
150,0.583993
151,0.583549
152,0.526634
153,0.625097
154,0.623645
155,0.574770
156,0.619653
157,0.679283
158,0.650772
159,0.623305
160,0.474617
161,0.689826
162,0.443986
163,0.488155
164,0.298650
165,0.536469
166,0.579942
167,0.558154
169,0.623488
170,0.662736
172,0.360552
173,0.377565
174,0.395209
175,0.305342
176,4.428114
177,4.449142
178,4.467592
179,0.626819
180,0.623208
181,4.463838
182,0.639993
183,0.645488
184,0.686118
185,0.686022
186,0.739497
187,0.665729
188,0.686219
189,0.755305
190,0.823088
191,5.589610
192,5.539088
193,5.517910
194,0.742406
195,0.670422
196,5.617785
198,0.574846
199,0.595498
200,0.581841
202,0.264060
203,0.253213
204,0.153971
205,4.480883
206,0.245774
207,4.464635
208,0.553553
209,0.230044
210,0.557391
211,0.591994
212,0.468765
213,0.658423
214,0.699568
215,0.572430
216,0.714188
217,0.839405
218,0.753987
219,0.956711
220,5.568827
221,0.788480
222,5.587459
223,0.289541
224,0.459043
225,0.498508
226,0.596853
227,0.479752
229,0.647826
230,0.692604
232,0.323137
233,0.303203
234,0.309036
235,0.322316
236,0.301989
237,0.370130
238,0.339667
239,0.507139
240,0.554002
241,0.465239
242,0.606549
243,0.622480
244,0.640088
245,0.633491
246,0.703820
247,0.639035
248,0.719371
249,0.696948
250,0.694243
251,0.666647
252,0.625083
253,0.738064
254,0.614178
255,0.641461
256,0.681057
258,0.627824
259,0.628083
260,0.721358
262,0.323142
263,0.328031
265,0.324232
266,0.334919
267,0.316061
269,0.398393
270,0.470381
271,0.413025
273,0.526060
274,0.595148
275,0.475767
277,0.654512
278,0.664872
279,0.629832
281,0.675259
282,0.700851
283,0.714237
285,0.683220
286,0.716599
287,0.655306
289,0.793650
290,0.810451
291,0.760483
293,0.844682
294,0.889877
295,0.899854

CellID,Pressures
2,-0.019168
3,-0.017005
4,-0.007917
5,-0.007082
6,-0.012225
7,-0.006040
8,-0.008926
9,-0.012076
10,-0.007006
11,-0.013956
12,-0.015481
13,-0.014262
14,-0.009422
15,-0.009931
16,-0.009999
17,-0.008387
18,-0.009261
19,-0.008830
20,-0.008830
21,-0.013913
22,-0.013913
23,0.205860
24,-0.003832
25,-0.006381
26,-0.008473
27,-0.007911
28,0.171435
29,-0.005021
30,-0.006882
31,-0.011276
32,-0.012164
33,-0.007844
34,-0.006487
35,-0.006124
36,-0.007450
37,-0.005651
38,-0.011784
39,-0.008314
40,-0.008314
41,-0.009272
42,-0.009272
43,-0.007096
44,-0.005106
45,-0.004495
46,-0.005523
47,-0.003243
48,-0.005733
49,-0.007989
50,-0.007558
51,-0.008299
52,-0.005845
53,-0.004366
54,-0.006770
55,-0.004800
56,-0.004312
57,-0.003744
58,-0.007775
59,-0.006370
60,-0.006370
61,-0.011320
62,-0.011320
63,0.137693
64,-0.004140
65,-0.003674
66,-0.002656
67,-0.001209
68,0.178079
69,-0.003406
70,-0.005590
71,-0.012052
72,-0.012597
73,-0.008815
74,-0.007320
75,-0.003852
76,-0.002770
77,-0.001008
78,-0.008669
79,-0.004818
80,-0.004818
81,-0.011338
82,-0.011338
83,-0.010310
84,-0.005997
85,-0.003840
86,-0.004208
87,-0.002882
88,-0.001874
89,-0.002239
90,-0.004881
91,-0.012379
92,-0.011830
93,-0.008979
94,-0.007203
95,-0.002129
96,-0.003261
97,-0.005106
98,0.001948
99,0.006288
