Tension                 Associated edges
0.8362105639298586	[0 1]
0.5032181689128956	[2]
0.8679099216737597	[3 4]
0.9788156496899701	[5 6]
0.5852513958036818	[7]
0.9929078149837874	[8 9]
0.9682706371687558	[10 11]
0.7666366910038384	[12]
0.9508653434288425	[13 14]
1.0029752321719947	[15 16]
0.5844094725837321	[17]
0.9964728420038735	[18 19]
1.080641497140257	[20 21]
0.6569398948389166	[22]
1.118161333306601	[23 24]
1.0948726663206396	[25 26]
0.7054783725324676	[27]
1.0605101736385636	[28 29]
1.0501908611992534	[30 31]
0.6355408323102546	[32]
0.9903447045816369	[33 34]
0.9922678570553571	[35 36]
0.5864666294263797	[37]
0.980907505019423	[38 39]
0.7401718152965786	[40]
1.0954401959884301	[41 42]
1.2887081313083435	[43 44]
0.8792039790066893	[45 46]
0.8837621109032541	[47 48]
1.2708212743549336	[49 50]
0.905865636166495	[51 52]
1.0049457924730272	[53 54]
1.32334357151084	[55 56]
1.031275917928763	[57 58]
1.0040222224748472	[59 60]
1.4237001689799977	[61 62]
1.0691759352017784	[63 64]
1.1174118996805396	[65 66]
1.4060392196243972	[67 68]
1.1298950589422903	[69 70]
1.131637430416133	[71 72]
1.391665365441578	[73 74]
1.1221817552526876	[75 76]
1.1061658864088921	[77 78]
1.3598668869055985	[79 80]
1.1229551648739744	[81 82]
1.059100189365465	[83 84]
1.4138667237221392	[85 86]
1.1016825396914658	[87]
1.0803026232970314	[88 89]
1.0852242814752113	[90 91]
1.1002596215941647	[92 93]
1.1154991486943255	[94]
0.88223261509629	[95]
0.5439619700807526	[96 97]
0.5529167021391312	[98 99]
0.7904354848984003	[100]
0.7876805330823329	[101 102]
0.6973040353274953	[103 104]
0.8468332329268193	[105 106]
0.8591281289935524	[107 108]
0.7990370132420297	[109 110]
0.8572439734806078	[111 112]
0.8927180269752364	[113 114]
0.7145549214080873	[115 116]
0.9470783633016463	[117 118]
0.9791446483056576	[119 120]
0.6994949203283525	[121 122]
1.0943229538448167	[123 124]
1.0585262800010526	[125 126]
0.8056895805749162	[127 128]
1.107841960592625	[129 130]
1.128144134148322	[131 132]
0.7078864252564132	[133 134]
1.0480870592903877	[135 136]
1.0368715130750574	[137 138]
0.7060170413274469	[139 140]
1.138899343245709	[141 142]
1.0924451377177902	[143 144]
1.1303624233740595	[145 146]
1.1262647383484887	[147 148]
1.1131938375735841	[149 150]
1.1815098009336484	[151 152]
0.8884697837147068	[153 154]
0.8694936211481122	[155 156]
1.1234176367521465	[157 158]
0.8578506941452742	[159 160]
0.9042539950011882	[161 162]
1.2794236960251446	[163 164]
0.9446315775456691	[165 166]
1.00197361904682	[167 168]
1.467956435577756	[169 170]
1.05354414650821	[171 172]
1.1024593834641232	[173 174]
1.4470834996111814	[175 176]
1.1442125003289785	[177 178]
1.1747725664835678	[179 180]
1.3502838130344448	[181 182]
1.1277631493121902	[183 184]
1.0589430147776084	[185 186]
1.5196088786429098	[187 188]
1.1213208950344131	[189 190]
1.1646394073197774	[191 192]
1.619552684854663	[193 194]
1.2300124367923928	[195]
1.1948801568804492	[196 197]
1.2153249933994343	[198 199]
1.2323422720661326	[200 201]
1.1865821128996215	[202]
0.892329853604331	[203]
0.5523497575192496	[204 205]
0.5410251574938622	[206 207]
0.8059679133798545	[208]
0.803667270136689	[209 210]
0.6960217560490276	[211 212]
0.848059692818521	[213 214]
0.843495840512723	[215 216]
0.7930892728023202	[217 218]
0.8749227651711401	[219 220]
0.9178953810999028	[221 222]
0.7208875491310125	[223 224]
0.9502933819221232	[225 226]
0.972761059542028	[227 228]
0.8110819218181419	[229 230]
1.0850365204048378	[231 232]
1.0507309522923904	[233 234]
0.8356533323326281	[235 236]
0.9950693784536349	[237 238]
1.0339023481268763	[239 240]
0.7568408841431439	[241 242]
1.056819418371746	[243 244]
1.0356524199086874	[245 246]
0.7792982785906363	[247 248]
1.1408529112586856	[249 250]
1.1284498104066925	[251 252]
1.1794821964324183	[253 254]
1.1613927494516372	[255 256]
1.1383272734858494	[257 258]
1.2301237175883881	[259 260]
0.922582023182347	[261 262]
0.9133323413592982	[263 264]
1.1308955576283317	[265 266]
0.9007431183692256	[267 268]
0.9234482995063041	[269 270]
1.2614248607341874	[271 272]
0.9532634678789615	[273 274]
0.9984567162281227	[275 276]
1.40164102086283	[277 278]
1.039343951831215	[279 280]
1.072609480678388	[281 282]
1.3205552545976444	[283 284]
1.0703052859996698	[285 286]
1.0491225877355626	[287 288]
1.3045434162558873	[289 290]
1.0223422023423543	[291 292]
1.0594183601362204	[293 294]
1.4708500869826526	[295 296]
1.1695023145767867	[297 298]
1.1435063902544214	[299 300]
1.6687077753718869	[301 302]
1.267265811644615	[303]
1.1297231739096074	[304 305]
1.2260778859091197	[306 307]
